Graph Type,50,10,0,0,0,0,0,0
Graph Type,50,10,1,0,4,0,0,2
Graph Type,Graph Size,Tower Count,RTo RTa,RTo HTa,RTo OTa,HTo RTa,HTo HTa,HTo OTa,OTo RTa,OTo HTa,OTo OTa
Graph Type,Graph Size,Tower Count,RTo RTa,RTo HTa,RTo OTa,HTo RTa,HTo HTa,HTo OTa,OTo RTa,OTo HTa,OTo OTa
Graph Type,Graph Size,Tower Count,RTo RTa,RTo HTa,RTo OTa,HTo RTa,HTo HTa,HTo OTa,OTo RTa,OTo HTa,OTo OTa
Graph Type,Graph Size,Tower Count,RTo RTa,RTo HTa,RTo OTa,HTo RTa,HTo HTa,HTo OTa,OTo RTa,OTo HTa,OTo OTa
Graph Type,Graph Size,Tower Count,RTo RTa,RTo HTa,RTo OTa,HTo RTa,HTo HTa,HTo OTa,OTo RTa,OTo HTa,OTo OTa
Graph Type,Graph Size,Tower Count,RTo RTa,RTo HTa,RTo OTa,HTo RTa,HTo HTa,HTo OTa,OTo RTa,OTo HTa,OTo OTa
Graph Type,Graph Size,Tower Count,RTo RTa,RTo HTa,RTo OTa,HTo RTa,HTo HTa,HTo OTa,OTo RTa,OTo HTa,OTo OTa
Graph Type,Graph Size,Tower Count,RTo RTa,RTo HTa,RTo OTa,HTo RTa,HTo HTa,HTo OTa,OTo RTa,OTo HTa,OTo OTa
Graph Type,Graph Size,Tower Count,RTo RTa,RTo HTa,RTo OTa,HTo RTa,HTo HTa,HTo OTa,OTo RTa,OTo HTa,OTo OTa
Graph Type,Graph Size,Tower Count,RTo RTa,RTo HTa,RTo OTa,HTo RTa,HTo HTa,HTo OTa,OTo RTa,OTo HTa,OTo OTa
Graph Type,Graph Size,Tower Count,RTo RTa,RTo HTa,RTo OTa,HTo RTa,HTo HTa,HTo OTa,OTo RTa,OTo HTa,OTo OTa
Graph Type,Graph Size,Tower Count,RTo RTa,RTo HTa,RTo OTa,HTo RTa,HTo HTa,HTo OTa,OTo RTa,OTo HTa,OTo OTa
